pokemon,abilities,types,egg_groups,moves,pokedex_entry
krookodile,"['intimidate', 'moxie', 'anger-point']","['ground', 'dark']",['ground'],"['mega-punch', 'cut', 'mega-kick', 'sand-attack', 'body-slam', 'take-down', 'thrash', 'leer', 'bite', 'roar', 'hyper-beam', 'low-kick', 'strength', 'earthquake', 'dig', 'toxic', 'rage', 'double-team', 'focus-energy', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'crunch', 'rock-smash', 'beat-up', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'block', 'dragon-claw', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'assurance', 'embargo', 'fling', 'dark-pulse', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'thunder-fang', 'fire-fang', 'gunk-shot', 'stone-edge', 'stealth-rock', 'grass-knot', 'hone-claws', 'smack-down', 'low-sweep', 'foul-play', 'round', 'incinerate', 'retaliate', 'bulldoze', 'dragon-tail', 'snarl', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'throat-chop', 'power-trip', 'brutal-swing', 'stomping-tantrum', 'scale-shot', 'skitter-smack', 'lash-out', 'scorching-sands', 'tera-blast']",Il ne laisse jamais échapper ses proies. Ses mâchoires surpuissantes peuvent broyer une voiture.
darumaka,"['hustle', 'inner-focus']",['fire'],['ground'],"['mega-punch', 'fire-punch', 'mega-kick', 'headbutt', 'tackle', 'take-down', 'thrash', 'bite', 'roar', 'ember', 'flamethrower', 'strength', 'solar-beam', 'fire-spin', 'dig', 'toxic', 'rage', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'protect', 'belly-drum', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'yawn', 'endeavor', 'snatch', 'secret-power', 'overheat', 'rock-tomb', 'extrasensory', 'hammer-arm', 'gyro-ball', 'u-turn', 'fling', 'flare-blitz', 'fire-fang', 'zen-headbutt', 'grass-knot', 'flame-charge', 'round', 'incinerate', 'work-up', 'confide', 'power-up-punch']","Quand le feu brûle dans son corps, il est tout excité et court partout. Quand le feu s’apaise, il s’endort."
darmanitan-standard,"['sheer-force', 'zen-mode']",['fire'],['ground'],"['mega-punch', 'fire-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'thrash', 'bite', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'psychic', 'rage', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'belly-drum', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'sunny-day', 'future-sight', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'trick', 'superpower', 'brick-break', 'endeavor', 'snatch', 'secret-power', 'overheat', 'rock-tomb', 'iron-defense', 'bulk-up', 'hammer-arm', 'gyro-ball', 'u-turn', 'payback', 'fling', 'power-swap', 'guard-swap', 'flare-blitz', 'focus-blast', 'giga-impact', 'fire-fang', 'zen-headbutt', 'iron-head', 'stone-edge', 'grass-knot', 'smack-down', 'flame-charge', 'round', 'incinerate', 'bulldoze', 'work-up', 'confide', 'mystical-fire', 'power-up-punch', 'laser-focus', 'body-press', 'expanding-force', 'burning-jealousy', 'lash-out']",Il entretient des flammes à 1 400 °C dans son corps. De quoi détruire un camion-benne d’un coup de poing!
maractus,"['water-absorb', 'chlorophyll', 'storm-drain']",['grass'],['plant'],"['pin-missile', 'peck', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'petal-dance', 'toxic', 'screech', 'double-team', 'rest', 'substitute', 'snore', 'cotton-spore', 'protect', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'knock-off', 'endeavor', 'secret-power', 'needle-arm', 'hyper-voice', 'weather-ball', 'grass-whistle', 'bullet-seed', 'aerial-ace', 'bounce', 'acupressure', 'assurance', 'worry-seed', 'sucker-punch', 'poison-jab', 'seed-bomb', 'drain-punch', 'energy-ball', 'leaf-storm', 'grass-knot', 'wood-hammer', 'after-you', 'round', 'cotton-guard', 'petal-blizzard', 'grassy-terrain', 'confide', 'spiky-shield', 'throat-chop', 'grassy-glide']","Avec une danse et des sons saccadés, il fait fuir ses prédateurs, les Pokémon Oiseaux dévoreurs de graines de fleur."
dwebble,"['sturdy', 'shell-armor', 'weak-armor']","['bug', 'rock']","['bug', 'mineral']","['swords-dance', 'cut', 'sand-attack', 'counter', 'strength', 'solar-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'spikes', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rock-smash', 'facade', 'nature-power', 'knock-off', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'iron-defense', 'block', 'rock-blast', 'rock-polish', 'poison-jab', 'night-slash', 'x-scissor', 'shadow-claw', 'rock-wrecker', 'stone-edge', 'stealth-rock', 'bug-bite', 'hone-claws', 'wide-guard', 'smack-down', 'round', 'shell-smash', 'struggle-bug', 'bulldoze', 'rototiller', 'confide', 'skitter-smack']",Il peut facilement creuser son trou dans les pierres les plus dures grâce au liquide sécrété par sa bouche.
crustle,"['sturdy', 'shell-armor', 'weak-armor']","['bug', 'rock']","['bug', 'mineral']","['swords-dance', 'cut', 'sand-attack', 'hyper-beam', 'strength', 'solar-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'flail', 'protect', 'feint-attack', 'spikes', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rock-smash', 'facade', 'nature-power', 'knock-off', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'iron-defense', 'block', 'rock-blast', 'rock-polish', 'poison-jab', 'x-scissor', 'giga-impact', 'shadow-claw', 'rock-wrecker', 'stone-edge', 'stealth-rock', 'bug-bite', 'hone-claws', 'smack-down', 'heavy-slam', 'round', 'shell-smash', 'struggle-bug', 'bulldoze', 'confide', 'solar-blade', 'stomping-tantrum', 'body-press', 'meteor-beam', 'skitter-smack']","Entre eux, les querelles de territoire sont fréquentes et violentes. Celui qui se fait briser son rocher a perdu."
scraggy,"['shed-skin', 'moxie', 'intimidate']","['dark', 'fighting']","['ground', 'dragon']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'sand-attack', 'headbutt', 'leer', 'roar', 'low-kick', 'counter', 'strength', 'dig', 'toxic', 'double-team', 'amnesia', 'high-jump-kick', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'fake-out', 'torment', 'facade', 'focus-punch', 'taunt', 'revenge', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'fake-tears', 'rock-tomb', 'iron-defense', 'dragon-claw', 'bulk-up', 'dragon-dance', 'payback', 'assurance', 'fling', 'poison-jab', 'dark-pulse', 'dragon-pulse', 'drain-punch', 'focus-blast', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'grass-knot', 'head-smash', 'smack-down', 'low-sweep', 'acid-spray', 'foul-play', 'round', 'chip-away', 'quick-guard', 'incinerate', 'retaliate', 'dragon-tail', 'work-up', 'dual-chop', 'snarl', 'confide', 'power-up-punch', 'lash-out', 'coaching']",Il remonte sa peau jusqu’à son cou pour se protéger. Elle a une constitution élastique qui absorbe les coups.
scrafty,"['shed-skin', 'moxie', 'intimidate']","['dark', 'fighting']","['ground', 'dragon']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'sand-attack', 'headbutt', 'leer', 'roar', 'hyper-beam', 'low-kick', 'strength', 'dig', 'toxic', 'double-team', 'amnesia', 'high-jump-kick', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'torment', 'facade', 'focus-punch', 'taunt', 'revenge', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'fake-tears', 'rock-tomb', 'iron-defense', 'dragon-claw', 'bulk-up', 'dragon-dance', 'close-combat', 'payback', 'assurance', 'fling', 'poison-jab', 'dark-pulse', 'dragon-pulse', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'grass-knot', 'head-smash', 'smack-down', 'low-sweep', 'foul-play', 'round', 'chip-away', 'incinerate', 'retaliate', 'dragon-tail', 'work-up', 'dual-chop', 'snarl', 'confide', 'power-up-punch', 'throat-chop', 'lash-out', 'coaching']",Ils se regroupent pour rosser ceux qui pénètrent sur leur territoire. Ils crachent un venin corrosif.
sigilyph,"['wonder-skin', 'magic-guard', 'tinted-lens']","['psychic', 'flying']",['flying'],"['gust', 'whirlwind', 'fly', 'ice-beam', 'psybeam', 'hyper-beam', 'solar-beam', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'light-screen', 'reflect', 'mirror-move', 'swift', 'dream-eater', 'sky-attack', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'heat-wave', 'facade', 'trick', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'air-cutter', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'shock-wave', 'roost', 'gravity', 'miracle-eye', 'pluck', 'tailwind', 'psycho-shift', 'power-swap', 'dark-pulse', 'air-slash', 'energy-ball', 'giga-impact', 'psycho-cut', 'zen-headbutt', 'flash-cannon', 'defog', 'trick-room', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'smack-down', 'synchronoise', 'round', 'stored-power', 'confide', 'dazzling-gleam', 'speed-swap', 'expanding-force', 'dual-wingbeat']",On dit qu’il parcourt toujours le même itinéraire parce qu’il a gardé la mémoire de la ville antique qu’il protégeait.
yamask,['mummy'],['ghost'],"['mineral', 'indeterminate']","['disable', 'toxic', 'psychic', 'night-shade', 'double-team', 'haze', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'destiny-bond', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'will-o-wisp', 'memento', 'facade', 'trick', 'role-play', 'magic-coat', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'fake-tears', 'iron-defense', 'block', 'calm-mind', 'shock-wave', 'payback', 'embargo', 'heal-block', 'toxic-spikes', 'dark-pulse', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'trick-room', 'ominous-wind', 'guard-split', 'power-split', 'wonder-room', 'telekinesis', 'after-you', 'round', 'ally-switch', 'hex', 'crafty-shield', 'confide', 'infestation', 'poltergeist']","Le motif de son masque est son visage quand il était humain. Parfois, il le regarde et se met à pleurer."
cofagrigus,['mummy'],['ghost'],"['mineral', 'indeterminate']","['disable', 'hyper-beam', 'toxic', 'psychic', 'night-shade', 'double-team', 'haze', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'destiny-bond', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'will-o-wisp', 'facade', 'trick', 'role-play', 'magic-coat', 'revenge', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'fake-tears', 'iron-defense', 'block', 'calm-mind', 'shock-wave', 'payback', 'embargo', 'power-swap', 'guard-swap', 'toxic-spikes', 'dark-pulse', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-claw', 'zen-headbutt', 'trick-room', 'grass-knot', 'ominous-wind', 'guard-split', 'power-split', 'wonder-room', 'telekinesis', 'after-you', 'round', 'ally-switch', 'hex', 'phantom-force', 'crafty-shield', 'confide', 'infestation', 'body-press', 'poltergeist']",황금으로 된 반짝거리는 몸. 자신이 인간이었다는 사실을 이제는 기억하지 못할 것이다.
tirtouga,"['solid-rock', 'sturdy', 'swift-swim']","['water', 'rock']","['water1', 'water3']","['slam', 'body-slam', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'strength', 'rock-throw', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'bide', 'waterfall', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'facade', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'muddy-water', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'guard-swap', 'rock-polish', 'aqua-tail', 'earth-power', 'zen-headbutt', 'stone-edge', 'stealth-rock', 'aqua-jet', 'wide-guard', 'smack-down', 'round', 'scald', 'shell-smash', 'bulldoze', 'confide', 'liquidation', 'meteor-beam']",Il a été recréé à partir d’un fossile préhistorique. Il peut plonger jusqu’à 1 000 mètres de profondeur.
carracosta,"['solid-rock', 'sturdy', 'swift-swim']","['water', 'rock']","['water1', 'water3']","['body-slam', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'bide', 'waterfall', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'facade', 'superpower', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'muddy-water', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'guard-swap', 'rock-polish', 'aqua-tail', 'focus-blast', 'earth-power', 'giga-impact', 'zen-headbutt', 'iron-head', 'stone-edge', 'stealth-rock', 'aqua-jet', 'wide-guard', 'smack-down', 'round', 'scald', 'shell-smash', 'bulldoze', 'razor-shell', 'confide', 'liquidation', 'meteor-beam']",Il vit sur terre et en mer. Ses bras surpuissants peuvent percer des trous dans la coque des paquebots.
archen,['defeatist'],"['rock', 'flying']","['flying', 'water3']","['cut', 'wing-attack', 'thrash', 'leer', 'bite', 'roar', 'rock-throw', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bounce', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'assurance', 'rock-polish', 'aqua-tail', 'dragon-pulse', 'earth-power', 'switcheroo', 'shadow-claw', 'zen-headbutt', 'defog', 'stone-edge', 'stealth-rock', 'head-smash', 'hone-claws', 'smack-down', 'round', 'quick-guard', 'ally-switch', 'acrobatics', 'bulldoze', 'confide', 'meteor-beam', 'lash-out', 'dual-wingbeat']",On dit qu’il serait l’ancêtre de tous les Pokémon Oiseaux. Il ne sait pas voler et se déplace en sautant d’arbre en arbre.
archeops,['defeatist'],"['rock', 'flying']","['flying', 'water3']","['cut', 'wing-attack', 'fly', 'thrash', 'leer', 'roar', 'hyper-beam', 'rock-throw', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bounce', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'assurance', 'rock-polish', 'aqua-tail', 'air-slash', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'defog', 'stone-edge', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'quick-guard', 'ally-switch', 'acrobatics', 'bulldoze', 'dragon-tail', 'confide', 'meteor-beam', 'lash-out', 'dual-wingbeat']",Il s’envole après avoir pris de l’élan. Il est assez intelligent pour chasser ses proies en groupe.
trubbish,"['stench', 'sticky-hold', 'aftermath']",['poison'],['mineral'],"['pound', 'double-slap', 'sand-attack', 'take-down', 'toxic', 'double-team', 'haze', 'self-destruct', 'sludge', 'amnesia', 'poison-gas', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'spikes', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'stockpile', 'swallow', 'facade', 'recycle', 'secret-power', 'mud-sport', 'rock-blast', 'payback', 'toxic-spikes', 'dark-pulse', 'seed-bomb', 'drain-punch', 'gunk-shot', 'venoshock', 'autotomize', 'sludge-wave', 'acid-spray', 'round', 'clear-smog', 'belch', 'confide', 'venom-drench', 'infestation', 'corrosive-gas']",Il aime les endroits mal tenus. Le gaz qu’il rote endort pendant une semaine.
garbodor,"['stench', 'weak-armor', 'aftermath']",['poison'],['mineral'],"['pound', 'double-slap', 'body-slam', 'take-down', 'hyper-beam', 'solar-beam', 'thunderbolt', 'toxic', 'psychic', 'screech', 'double-team', 'self-destruct', 'sludge', 'amnesia', 'poison-gas', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'sludge-bomb', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'stockpile', 'swallow', 'facade', 'recycle', 'secret-power', 'rock-blast', 'payback', 'fling', 'toxic-spikes', 'rock-polish', 'dark-pulse', 'seed-bomb', 'drain-punch', 'focus-blast', 'giga-impact', 'cross-poison', 'gunk-shot', 'venoshock', 'smack-down', 'sludge-wave', 'acid-spray', 'round', 'clear-smog', 'belch', 'confide', 'venom-drench', 'infestation', 'stomping-tantrum', 'body-press', 'corrosive-gas']",Il étrangle ses ennemis avec son bras droit et les achève avec le gaz puant et empoisonné qu’il exhale par la bouche.
